date,cohort,action,symbol
2026-01-07,sp400,add,GNTX
2026-01-07,sp400,add,SBRA
2026-01-07,sp400,add,BRKR
2026-01-07,sp400,add,WBS
2026-01-07,sp400,add,UFPI
2026-01-07,sp400,add,DOCU
2026-01-07,sp400,add,NVST
2026-01-07,sp400,add,HL
2026-01-07,sp400,add,ESNT
2026-01-07,sp400,add,BC
2026-01-07,sp400,add,PRI
2026-01-07,sp400,add,HLI
2026-01-07,sp400,add,COLB
2026-01-07,sp400,add,NOV
2026-01-07,sp400,add,DBX
2026-01-07,sp400,add,YETI
2026-01-07,sp400,add,BYD
2026-01-07,sp400,add,DINO
2026-01-07,sp400,add,PEGA
2026-01-07,sp400,add,MTN
2026-01-07,sp400,add,RLI
2026-01-07,sp400,add,BSY
2026-01-07,sp400,add,GGG
2026-01-07,sp400,add,WSO
2026-01-07,sp400,add,FOUR
2026-01-07,sp400,add,PII
2026-01-07,sp400,add,JHG
2026-01-07,sp400,add,SCI
2026-01-07,sp400,add,KBR
2026-01-07,sp400,add,SLM
2026-01-07,sp400,add,SEIC
2026-01-07,sp400,add,UBSI
2026-01-07,sp400,add,ANF
2026-01-07,sp400,add,NJR
2026-01-07,sp400,add,NNN
2026-01-07,sp400,add,LEA
2026-01-07,sp400,add,VMI
2026-01-07,sp400,add,WAL
2026-01-07,sp400,add,CMA
2026-01-07,sp400,add,AGCO
2026-01-07,sp400,add,QLYS
2026-01-07,sp400,add,RH
2026-01-07,sp400,add,ARMK
2026-01-07,sp400,add,H
2026-01-07,sp400,add,COHR
2026-01-07,sp400,add,IDA
2026-01-07,sp400,add,ENSG
2026-01-07,sp400,add,MP
2026-01-07,sp400,add,CVLT
2026-01-07,sp400,add,WHR
2026-01-07,sp400,add,CXT
2026-01-07,sp400,add,SMG
2026-01-07,sp400,add,OHI
2026-01-07,sp400,add,HRB
2026-01-07,sp400,add,DUOL
2026-01-07,sp400,add,SAIA
2026-01-07,sp400,add,EXPO
2026-01-07,sp400,add,ENS
2026-01-07,sp400,add,NFG
2026-01-07,sp400,add,OSK
2026-01-07,sp400,add,OLN
2026-01-07,sp400,add,FCN
2026-01-07,sp400,add,THC
2026-01-07,sp400,add,GATX
2026-01-07,sp400,add,EGP
2026-01-07,sp400,add,RGLD
2026-01-07,sp400,add,FHN
2026-01-07,sp400,add,ALV
2026-01-07,sp400,add,UMBF
2026-01-07,sp400,add,MKSI
2026-01-07,sp400,add,EHC
2026-01-07,sp400,add,OLED
2026-01-07,sp400,add,CUZ
2026-01-07,sp400,add,ADC
2026-01-07,sp400,add,REXR
2026-01-07,sp400,add,STWD
2026-01-07,sp400,add,TOL
2026-01-07,sp400,add,FAF
2026-01-07,sp400,add,NBIX
2026-01-07,sp400,add,SPXC
2026-01-07,sp400,add,KRG
2026-01-07,sp400,add,NSA
2026-01-07,sp400,add,KEX
2026-01-07,sp400,add,FLEX
2026-01-07,sp400,add,TKR
2026-01-07,sp400,add,CPRI
2026-01-07,sp400,add,RRC
2026-01-07,sp400,add,GME
2026-01-07,sp400,add,AMG
2026-01-07,sp400,add,HIMS
2026-01-07,sp400,add,RMBS
2026-01-07,sp400,add,CRBG
2026-01-07,sp400,add,ST
2026-01-07,sp400,add,JAZZ
2026-01-07,sp400,add,WWD
2026-01-07,megacap,add,XOM
2026-01-07,megacap,add,WMT
2026-01-07,megacap,add,BAC
2026-01-07,megacap,add,GE
2026-01-07,megacap,add,MA
2026-01-07,megacap,add,HD
2026-01-07,megacap,add,AMD
2026-01-07,megacap,add,MSFT
2026-01-07,megacap,add,JNJ
2026-01-07,megacap,add,PLTR
2026-01-07,megacap,add,V
2026-01-07,megacap,add,AMZN
2026-01-07,megacap,add,AAPL
2026-01-07,megacap,add,GOOGL
2026-01-07,megacap,add,AVGO
2026-01-07,megacap,add,TSLA
2026-01-07,megacap,add,COST
2026-01-07,megacap,add,LLY
2026-01-07,megacap,add,NFLX
2026-01-07,megacap,add,BRK.B
2026-01-07,megacap,add,JPM
2026-01-07,megacap,add,MU
2026-01-07,megacap,add,META
2026-01-07,megacap,add,ABBV
2026-01-07,megacap,add,NVDA
2026-01-13,megacap,add,ORCL
2026-01-13,megacap,drop,AMD
2026-01-14,megacap,add,AMD
2026-01-14,megacap,drop,ORCL
2026-01-16,sp500,add,MRSH
2026-01-16,sp500,drop,AMCR
2026-01-16,sp500,drop,MMC
2026-01-16,megacap,add,PG
2026-01-16,megacap,drop,GE
2026-01-20,sp500,add,AMCR
2026-01-23,sp400,drop,FYBR
